id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,generic_name
75400724,2302dc8a-9aef-4ff4-b2ac-96ea7acc988e,Mon Sep 23 2019 12:00:00 GMT-0700 (PDT),2019-09-23,2019-09-23 19:00:00 UTC,Pacific Time (US & Canada),2499747,dunksterd,,2021-04-27 05:37:21 UTC,2023-12-24 03:48:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75400724,https://inaturalist-open-data.s3.amazonaws.com/photos/123353083/medium.jpg,,,,1,0,False,3.0,"Lolo National Forest, Saint Regis, MT, US",47.2973194204,-115.1240018842,346.0,,,,346.0,,open,False,,,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
77992259,2be0b44f-5980-4889-807f-31b14c1bba6e,2021/05/08 6:07 PM MDT,2021-05-08,2021-05-09 00:07:00 UTC,Mountain Time (US & Canada),1808203,hinry,Henry Mulligan,2021-05-09 00:55:29 UTC,2024-09-14 23:33:28 UTC,research,CC-BY,https://www.inaturalist.org/observations/77992259,https://inaturalist-open-data.s3.amazonaws.com/photos/127588526/medium.jpeg,,,,2,0,False,,"Missoula County, MT, USA",46.7267717385,-113.5794960891,55.0,,,,55.0,,,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
78035826,41b68b71-f366-4d5b-8c1f-4de586eb0851,2011/09/24 11:56 AM AEST,2011-09-24,2011-09-24 01:56:00 UTC,Hobart,3048955,brucedeagle,Bruce Deagle,2021-05-09 10:18:05 UTC,2025-05-28 00:12:21 UTC,research,CC0,https://www.inaturalist.org/observations/78035826,https://inaturalist-open-data.s3.amazonaws.com/photos/127663796/medium.jpeg,,,,3,0,False,,"Slough Creek, Montana, USA",45.0747710514,-110.1412495513,122.0,,,,122.0,,open,False,,,Yellowstone Cutthroat Trout,Oncorhynchus virginalis bouvieri,Yellowstone Cutthroat Trout,Actinopterygii,1520370.0,Cutthroat Trout
79216211,6162ce89-fc89-4f11-a02a-c37171b30c92,Sat May 15 2021 17:14:22 GMT -0600 (MDT),2021-05-15,2021-05-15 23:14:22 UTC,Mountain Time (US & Canada),4427643,sleepypascal,,2021-05-18 00:07:08 UTC,2024-09-14 23:33:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79216211,https://inaturalist-open-data.s3.amazonaws.com/photos/129729259/medium.jpeg,,,,2,0,False,333.0,Missoula,46.8373146057,-114.1052322388,90.0,,,,90.0,,,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
79353629,1045c880-ad17-4b4c-9cdd-cc0f83cf9353,Tue May 18 2021 13:16:42 GMT-0600 (MDT),2021-05-18,2021-05-18 19:16:42 UTC,Mountain Time (US & Canada),498460,m_nelson,,2021-05-19 02:55:19 UTC,2024-09-14 23:33:19 UTC,research,CC0,https://www.inaturalist.org/observations/79353629,https://static.inaturalist.org/photos/129972939/medium.jpg,,,,2,0,False,3.0,"Cameron Lake Rd, Galata, MT, US",48.847753,-111.424944,,,,,,,,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
79598302,7099552e-4bb8-4fb1-b5ed-3cfb4882bf52,Sun Jun 10 2018 13:56:28 GMT-0500 (CDT),2018-06-10,2018-06-10 13:56:28 UTC,UTC,4444242,littlewormie,,2021-05-21 02:16:21 UTC,2023-01-04 15:17:05 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/79598302,https://inaturalist-open-data.s3.amazonaws.com/photos/130389845/medium.jpg,,,,1,0,True,3.0,"Giant Springs State Park, Great Falls, MT, US",47.53445,-111.2279366667,5.0,,,,5.0,,,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
79723927,546726c6-97f6-41ee-bda4-9d21c2febab5,2021-05-21 15:00:00,2021-05-21,2021-05-22 01:00:00 UTC,Hawaii,956531,jason310,Jason E. Farabaugh,2021-05-22 02:12:40 UTC,2021-05-23 18:29:45 UTC,research,CC-BY,https://www.inaturalist.org/observations/79723927,https://inaturalist-open-data.s3.amazonaws.com/photos/130606138/medium.jpeg,,,Greg caught on the Madison River,2,0,False,2.0,"Ennis, MT 59729, USA",45.3765454011,-111.7039371282,508.0,,,,508.0,,open,False,gps,gps,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518.0,Brown Trout
79984821,d8fdaeec-9030-48ea-8649-5ef781971a92,2021-05-22 13:20:05,2021-05-22,2021-05-22 19:20:05 UTC,Mountain Time (US & Canada),956531,jason310,Jason E. Farabaugh,2021-05-23 18:16:57 UTC,2024-09-14 23:33:15 UTC,research,CC-BY,https://www.inaturalist.org/observations/79984821,https://inaturalist-open-data.s3.amazonaws.com/photos/131051690/medium.jpeg,,,Madison River Varney to Ennis,3,0,False,2.0,"Ennis, MT 59729, USA",45.2643337778,-111.7513919722,,,,,,,,False,gps,gps,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
79987624,a48f3ae2-f372-4767-8a58-f46bfc62021f,2021-05-22 17:08:12,2021-05-22,2021-05-22 23:08:12 UTC,Mountain Time (US & Canada),956531,jason310,Jason E. Farabaugh,2021-05-23 18:32:27 UTC,2024-09-14 23:32:49 UTC,research,CC-BY,https://www.inaturalist.org/observations/79987624,https://inaturalist-open-data.s3.amazonaws.com/photos/131054286/medium.jpeg,,,Madison River Varney to Ennis,3,0,False,2.0,"Ennis, MT 59729, USA",45.3141906944,-111.7463838056,,,,,,,,False,gps,gps,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
81064517,42be5f3a-146f-4866-a466-eddc23dead4b,Sat May 29 2021 13:38:04 GMT-0600 (MDT),2021-05-29,2021-05-29 19:38:04 UTC,Mountain Time (US & Canada),2672533,konshau,Konshau Duman,2021-05-31 18:13:10 UTC,2025-01-15 23:07:17 UTC,research,CC-BY,https://www.inaturalist.org/observations/81064517,https://inaturalist-open-data.s3.amazonaws.com/photos/132921862/medium.jpg,,,,1,0,False,3.0,"Helena, MT, US",46.63484558,-111.9800232724,5.0,,,,5.0,,open,False,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518.0,Brown Trout
81079177,a335a37a-3acf-4124-a5cc-3b3bc413d8ec,Sat May 29 2021 13:47:36 GMT-0600 (MDT),2021-05-29,2021-05-29 19:47:36 UTC,Mountain Time (US & Canada),2672533,konshau,Konshau Duman,2021-05-31 19:49:30 UTC,2025-01-15 23:07:17 UTC,research,CC-BY,https://www.inaturalist.org/observations/81079177,https://inaturalist-open-data.s3.amazonaws.com/photos/132947719/medium.jpg,,,,2,0,False,3.0,"Helena, MT, US",46.6357334567,-111.981118517,71.0,,,,71.0,,,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
81131178,23563603-686f-44e8-b3f0-f931b6c82d31,Mon May 31 2021 20:32:35 GMT-0600 (MDT),2021-05-31,2021-06-01 02:32:35 UTC,Mountain Time (US & Canada),549686,steven_h_76,,2021-06-01 02:34:52 UTC,2021-06-01 15:12:21 UTC,research,,https://www.inaturalist.org/observations/81131178,https://static.inaturalist.org/photos/133041474/medium.jpg,,,,2,0,False,3.0,"Beaverhead River, Dillon, MT, US",45.2350152677,-112.6257234504,43.0,,,,43.0,,open,False,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518.0,Brown Trout
82363221,36b3ddc9-a5ec-481c-a9d9-956024582e7c,Fri Mar 12 2021 22:56:37 GMT-0800 (PST),2021-03-12,2021-03-12 22:56:37 UTC,UTC,4556093,wildcoyotes,,2021-06-10 00:07:45 UTC,2024-06-04 16:15:11 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/82363221,https://inaturalist-open-data.s3.amazonaws.com/photos/135170763/medium.jpg,,,,0,0,True,3.0,"Flathead County, US-MT, US",48.3858875285,-114.3559617928,24083.0,,,,26711.0,obscured,open,True,,,,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
82945641,60cc08f9-3eac-4de0-86f3-4755fd5a6e97,Thu Jun 03 2021 13:28:46 GMT-0600 (MDT),2021-06-03,2021-06-03 19:28:46 UTC,Mountain Time (US & Canada),3148387,danielgreenwood1,Daniel Greenwood,2021-06-14 02:06:21 UTC,2021-06-14 15:41:13 UTC,research,,https://www.inaturalist.org/observations/82945641,https://static.inaturalist.org/photos/136181383/medium.jpg,,,,2,0,False,3.0,"Red Lodge Mountain, Red Lodge, MT, US",45.1869063819,-109.346280842,20425.0,,,,20425.0,,,False,,,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596.0,Brook Trout
83080644,19a61c2a-b020-4609-b7fc-eb405e133628,2021-06-13 19:59:52,2021-06-13,2021-06-14 01:59:52 UTC,Mountain Time (US & Canada),7945934,hudsonkeffer,Hudson Keffer,2021-06-15 01:26:38 UTC,2025-01-15 04:53:41 UTC,research,,https://www.inaturalist.org/observations/83080644,https://static.inaturalist.org/photos/136818508/medium.jpeg,,,,1,0,False,2.0,"Gallatin Gateway, MT 59730, USA",45.3790865277,-111.2467147037,46.0,,,,46.0,,open,False,gps,gps,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
83738791,05025344-5f1f-40a7-93c4-6f437135a71d,Sat Jun 19 2021 07:22:06 GMT-0600 (MDT),2021-06-19,2021-06-19 13:22:06 UTC,Mountain Time (US & Canada),1122069,fieldbio,Justin M. Wood,2021-06-20 03:52:59 UTC,2022-01-08 11:38:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/83738791,https://inaturalist-open-data.s3.amazonaws.com/photos/137557818/medium.jpg,,,,3,0,False,3.0,"Madison Arm, West Yellowstone, MT, US",44.74038,-111.1897966667,7.0,,,,7.0,,open,False,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518.0,Brown Trout
83738807,d79fab08-b815-4a0f-9422-3f9bed120cc9,Sat Jun 19 2021 07:05:16 GMT-0600 (MDT),2021-06-19,2021-06-19 13:05:16 UTC,Mountain Time (US & Canada),1122069,fieldbio,Justin M. Wood,2021-06-20 03:53:27 UTC,2024-09-14 23:32:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/83738807,https://inaturalist-open-data.s3.amazonaws.com/photos/137557845/medium.jpg,,,,3,0,False,3.0,"Madison Arm, West Yellowstone, MT, US",44.74358,-111.1910633333,4.0,,,,4.0,,,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
83894052,167baf45-5d53-4358-8cad-9d8f282b4117,Sun Jun 20 2021 11:39:32 GMT-0600 (MDT),2021-06-20,2021-06-20 17:39:32 UTC,Mountain Time (US & Canada),1122069,fieldbio,Justin M. Wood,2021-06-21 03:52:59 UTC,2022-01-08 11:37:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/83894052,https://inaturalist-open-data.s3.amazonaws.com/photos/137825410/medium.jpg,,,,2,0,False,3.0,"Custer Gallatin National Forest, West Yellowstone, MT, US",44.7124033333,-111.2097083333,1548.0,,,,1548.0,,open,False,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518.0,Brown Trout
84116208,6422e676-f70e-439e-a099-d340093be769,Tue Jun 22 2021 16:28:45 GMT-0600 (MDT),2021-06-22,2021-06-22 22:28:45 UTC,Mountain Time (US & Canada),114140,alexlamoreaux,Alex Lamoreaux,2021-06-22 23:16:02 UTC,2023-12-24 03:48:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/84116208,https://inaturalist-open-data.s3.amazonaws.com/photos/145158169/medium.jpg,,,,3,0,False,3.0,"Cascade County, US-MT, US",46.912595,-110.6956466667,5.0,,,,5.0,,open,False,,,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
84319171,633ea875-8a53-4954-b37d-1cab5fed6981,2021-06-22,2021-06-22,,Pacific Time (US & Canada),81025,little_starling,Stella,2021-06-24 16:37:53 UTC,2023-05-14 23:43:41 UTC,research,CC-BY,https://www.inaturalist.org/observations/84319171,https://inaturalist-open-data.s3.amazonaws.com/photos/138572113/medium.jpeg,,,Photo from a friend.,2,0,False,2.0,"Gallatin County, US-MT, US",44.6574994017,-111.240755588,11882.0,,,,27285.0,obscured,,True,gps,gps,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
84818774,9ea8adda-00f9-480f-a510-9bdad4c9a96b,Sun Jun 27 2021 16:23:12 GMT-0600 (MDT),2021-06-27,2021-06-27 22:23:12 UTC,Mountain Time (US & Canada),1900238,dannyhathaway,Danny Hathaway,2021-06-28 06:31:25 UTC,2021-06-28 11:54:07 UTC,research,,https://www.inaturalist.org/observations/84818774,https://static.inaturalist.org/photos/139454842/medium.jpg,,,,1,0,False,3.0,"Duncan Dr, Missoula, MT, US",46.8929783333,-113.9735116667,4.0,,,,4.0,,open,False,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518.0,Brown Trout
84884364,c1045340-ca00-41cb-8f53-04b28854558a,Sun Jun 27 2021 16:17:41 GMT-0600 (MDT),2021-06-27,2021-06-27 22:17:41 UTC,Mountain Time (US & Canada),4652978,calebfetveit,,2021-06-28 19:16:07 UTC,2025-05-28 00:21:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/84884364,https://inaturalist-open-data.s3.amazonaws.com/photos/139571484/medium.jpg,,,,4,0,False,3.0,"Glacier National Park, Babb, MT, US",48.7180231874,-113.5946035225,24.0,,,,24.0,,open,False,,,Yellowstone Cutthroat Trout,Oncorhynchus virginalis bouvieri,Yellowstone Cutthroat Trout,Actinopterygii,1520370.0,Cutthroat Trout
84997339,45124a7a-c6ec-471b-90ce-7ee8f4139433,Tue Jun 29 2021 09:53:33 GMT-0600 (MDT),2021-06-29,2021-06-29 15:53:33 UTC,Mountain Time (US & Canada),4266441,msudeith,,2021-06-29 17:45:53 UTC,2025-05-28 00:11:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/84997339,https://inaturalist-open-data.s3.amazonaws.com/photos/139793654/medium.jpg,,,,5,1,False,3.0,"Custer Gallatin National Forest, Ennis, MT, US",45.343125,-111.3965,5.0,,,,5.0,,open,False,,,Rocky Mountain Cutthroat Trout,Oncorhynchus virginalis,Rocky Mountain Cutthroat Trout,Actinopterygii,1316977.0,Cutthroat Trout
85702154,3913113e-f6ba-4287-94a2-2dc8ae52ace8,Sun Jul 04 2021 14:51:49 GMT -0600 (MDT),2021-07-04,2021-07-04 20:51:49 UTC,Mountain Time (US & Canada),4568882,kiffesara,,2021-07-05 00:12:26 UTC,2024-11-15 21:46:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85702154,https://inaturalist-open-data.s3.amazonaws.com/photos/141052538/medium.jpeg,,,,2,0,False,333.0,Missoula,46.9174079895,-113.9628753662,,,,,,,,False,,,Pacific Salmons and Trouts,Oncorhynchus,Pacific Salmons and Trouts,Actinopterygii,47522.0,Unspecified
86357067,9daddaa7-4071-48a7-be69-4c75fca40126,2021-07-09 16:45:26-06:00,2021-07-09,2021-07-09 22:45:26 UTC,Mountain Time (US & Canada),3687423,thelitlamp,,2021-07-10 02:04:54 UTC,2024-11-13 18:54:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86357067,https://inaturalist-open-data.s3.amazonaws.com/photos/217576080/medium.jpg,,,,3,0,False,3.0,"Golden Trout Lakes, Gallatin Gateway, MT, US",45.2339283333,-111.1346138333,6.0,,,,6.0,,open,False,,,Golden Trout,Oncorhynchus aguabonita,Golden Trout,Actinopterygii,68076.0,Golden Trout
86934859,dc98259b-320b-4bc4-9756-e8b5f3dfb7e2,Tue Jul 06 2021 18:44:59 GMT-0700 (PDT),2021-07-06,2021-07-07 01:44:59 UTC,Pacific Time (US & Canada),2672533,konshau,Konshau Duman,2021-07-14 01:51:08 UTC,2025-01-15 23:10:44 UTC,research,CC-BY,https://www.inaturalist.org/observations/86934859,https://inaturalist-open-data.s3.amazonaws.com/photos/143301769/medium.jpg,,,,2,0,False,3.0,"Madison County, US-MT, US",45.3415259254,-111.7222183944,5.0,,,,5.0,,,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
86934874,add0ede6-aad8-45b2-8ffb-40f1497add45,Tue Jul 06 2021 19:02:00 GMT-0700 (PDT),2021-07-06,2021-07-07 02:02:00 UTC,Pacific Time (US & Canada),2672533,konshau,Konshau Duman,2021-07-14 01:51:17 UTC,2025-01-15 23:10:46 UTC,research,CC-BY,https://www.inaturalist.org/observations/86934874,https://inaturalist-open-data.s3.amazonaws.com/photos/143301799/medium.jpg,,,,1,0,False,3.0,"Madison County, US-MT, US",45.3410728416,-111.7219810189,5.0,,,,5.0,,open,False,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518.0,Brown Trout
86935110,dae984ef-9e8c-4e6b-8e58-1c46b487be42,Thu Jul 08 2021 18:27:20 GMT-0700 (PDT),2021-07-08,2021-07-09 01:27:20 UTC,Pacific Time (US & Canada),2672533,konshau,Konshau Duman,2021-07-14 01:52:51 UTC,2025-01-15 23:10:52 UTC,research,CC-BY,https://www.inaturalist.org/observations/86935110,https://inaturalist-open-data.s3.amazonaws.com/photos/143301985/medium.jpg,,,,2,0,False,3.0,"Madison County, US-MT, US",45.3486416868,-111.723830519,65.0,,,,65.0,,open,False,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518.0,Brown Trout
87046464,7e070d11-d735-4ab1-860e-ef33aada3fb4,Wed Jul 14 2021 15:16:24 GMT-0600 (MDT),2021-07-14,2021-07-14 21:16:24 UTC,Mountain Time (US & Canada),346432,taylorkirkland,Taylor Kirkland,2021-07-14 21:52:12 UTC,2024-11-16 08:12:23 UTC,research,,https://www.inaturalist.org/observations/87046464,https://static.inaturalist.org/photos/143636089/medium.jpg,,,,1,0,False,3.0,"Custer Gallatin National Forest, Big Sky, MT, US",45.2507366667,-111.3352283333,6702.0,,,,6702.0,,open,False,,,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
87080168,8b2e0635-7a62-4467-9678-98e3bee3ea7d,2021/06/24 4:02 PM UTC,2021-06-24,2021-06-24 16:02:00 UTC,UTC,3504195,jmole,jmole,2021-07-15 02:55:41 UTC,2024-09-14 23:32:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/87080168,https://inaturalist-open-data.s3.amazonaws.com/photos/143541275/medium.jpg,,,,3,0,False,,"Riverfront, Missoula, MT, USA",46.8717097611,-114.0053817197,4.0,,,,4.0,,,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
87185958,f85722d5-c30e-4575-a900-f0702600c350,Tue Jul 13 2021 18:40:04 GMT-0600 (MDT),2021-07-13,2021-07-14 00:40:04 UTC,Mountain Time (US & Canada),1253288,hdlv,,2021-07-15 20:26:02 UTC,2023-12-24 05:43:06 UTC,research,,https://www.inaturalist.org/observations/87185958,https://static.inaturalist.org/photos/143701559/medium.jpg,,,,1,0,False,3.0,"Beaverhead-Deerlodge National Forest, Butte, MT, US",46.3304133333,-112.4813466667,4.0,,,,4.0,,open,False,,,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
87205131,28a25077-d128-42bf-b252-282d59e3385c,Thu Jul 15 2021 16:39:59 GMT -0600 (MDT),2021-07-15,2021-07-15 22:39:59 UTC,Mountain Time (US & Canada),4720984,deethra,Erin Porter,2021-07-15 23:16:47 UTC,2025-04-01 14:14:13 UTC,casual,CC0,https://www.inaturalist.org/observations/87205131,https://inaturalist-open-data.s3.amazonaws.com/photos/143735326/medium.jpeg,,,,1,0,True,333.0,West Yellowstone,44.6561393738,-111.0999298096,79.0,,,,79.0,,,False,,,Pacific Salmons and Trouts,Oncorhynchus,Pacific Salmons and Trouts,Actinopterygii,47522.0,Unspecified
87746437,a43dc1be-eb2e-448e-be4c-dbe22e459231,Mon Jul 19 2021 11:52:41 GMT-0600 (MDT),2021-07-19,2021-07-19 17:52:41 UTC,Mountain Time (US & Canada),4750554,robbiewright,,2021-07-19 18:17:13 UTC,2021-08-25 00:54:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/87746437,https://inaturalist-open-data.s3.amazonaws.com/photos/144701625/medium.jpg,,,,2,0,False,3.0,"Logan Trident Rd, Three Forks, MT, US",45.9230083333,-111.4654383333,382.0,,,,382.0,,open,False,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518.0,Brown Trout
87756238,e2cb9a9c-8efe-43dd-a01b-49e9dd11fe33,Mon Jul 19 2021 13:27:15 GMT-0600 (MDT),2021-07-19,2021-07-19 19:27:15 UTC,Mountain Time (US & Canada),2121036,mclarkconley,Michelle Clark-Conley,2021-07-19 19:27:30 UTC,2025-05-28 00:11:09 UTC,research,,https://www.inaturalist.org/observations/87756238,https://static.inaturalist.org/photos/144718547/medium.jpg,,,,3,0,False,3.0,"Custer Gallatin National Forest, Big Sky, MT, US",45.2602225301,-111.3036023964,12.0,,,,12.0,,open,False,,,Yellowstone Cutthroat Trout,Oncorhynchus virginalis bouvieri,Yellowstone Cutthroat Trout,Actinopterygii,1520370.0,Cutthroat Trout
87910351,e93b0e96-49b4-4f56-8c4d-e980704fb8e4,Tue Jul 20 2021 13:39:25 GMT-0600 (MDT),2021-07-20,2021-07-20 19:39:25 UTC,Mountain Time (US & Canada),574660,sawyerb,Sawyer Baran,2021-07-20 21:27:48 UTC,2024-11-15 21:25:18 UTC,research,CC-BY,https://www.inaturalist.org/observations/87910351,https://inaturalist-open-data.s3.amazonaws.com/photos/144988903/medium.jpg,,,,2,0,False,3.0,"Woodland Ave, Missoula, MT, US",46.890781244,-113.9711432782,51.0,,,,51.0,,,False,,,Pacific Salmons and Trouts,Oncorhynchus,Pacific Salmons and Trouts,Actinopterygii,47522.0,Unspecified
88040417,800078b9-edb0-4839-8baa-a3f677983ed2,Wed Jul 21 2021 13:04:26 GMT-0600 (MDT),2021-07-21,2021-07-21 19:04:26 UTC,Mountain Time (US & Canada),574660,sawyerb,Sawyer Baran,2021-07-21 20:57:25 UTC,2024-11-17 03:04:09 UTC,research,CC-BY,https://www.inaturalist.org/observations/88040417,https://inaturalist-open-data.s3.amazonaws.com/photos/145215289/medium.jpg,,,,2,0,False,3.0,"Lolo National Forest, Missoula, MT, US",46.9391233802,-113.9512318314,25.0,,,,25.0,,,False,,,Pacific Salmons and Trouts,Oncorhynchus,Pacific Salmons and Trouts,Actinopterygii,47522.0,Unspecified
88040436,24b26b01-8c71-4532-a3c9-564199fb340c,Wed Jul 21 2021 13:05:04 GMT-0600 (MDT),2021-07-21,2021-07-21 19:05:04 UTC,Mountain Time (US & Canada),574660,sawyerb,Sawyer Baran,2021-07-21 20:57:31 UTC,2024-11-17 03:04:03 UTC,research,CC-BY,https://www.inaturalist.org/observations/88040436,https://inaturalist-open-data.s3.amazonaws.com/photos/145215321/medium.jpg,,,,4,0,False,3.0,"Lolo National Forest, Missoula, MT, US",46.9391023952,-113.9511971376,25.0,,,,25.0,,,False,,,Salmons and Trouts,Salmoninae,Salmons and Trouts,Actinopterygii,342904.0,Unspecified
88198522,90f9e70d-71c8-4e18-88a6-9062f6458f4d,Thu Jul 22 2021 18:26:30 GMT-0600 (MDT),2021-07-22,2021-07-23 00:26:30 UTC,Mountain Time (US & Canada),4568882,kiffesara,,2021-07-23 00:29:25 UTC,2024-09-14 23:32:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/88198522,https://inaturalist-open-data.s3.amazonaws.com/photos/145493071/medium.jpeg,,,I think it might be a rainbow trout as it does not have the marking on its throat to be a cutthroat trout.,2,0,False,333.0,Lolo,46.7445373535,-114.1799697876,184.0,,,,184.0,,,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
88900176,346422cd-50e6-40d6-8e8c-52bb7451570c,Sun Jul 25 2021 20:25:21 GMT-0400 (EDT),2021-07-25,2021-07-26 00:25:21 UTC,Eastern Time (US & Canada),574660,sawyerb,Sawyer Baran,2021-07-28 02:57:35 UTC,2024-09-14 23:32:28 UTC,research,CC-BY,https://www.inaturalist.org/observations/88900176,https://inaturalist-open-data.s3.amazonaws.com/photos/146741924/medium.jpg,,,,2,0,False,3.0,"Greenough, MT, US",47.0156480193,-113.3829665652,25.0,,,,25.0,,,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
88992818,88b3cb6d-6e69-4c98-8be6-32c7fc7e9827,Wed Jul 28 2021 16:02:25 GMT -0600 (MDT),2021-07-28,2021-07-28 22:02:25 UTC,Mountain Time (US & Canada),3059810,lewinthistle,,2021-07-28 22:03:07 UTC,2024-06-04 16:16:21 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/88992818,https://inaturalist-open-data.s3.amazonaws.com/photos/146906616/medium.jpeg,,,Yellowstone cutthroat trout,1,0,True,333.0,West Yellowstone,44.6546096802,-111.098526001,,,,,,,,False,,,Cutthroat Trout,Oncorhynchus,Pacific Salmons and Trouts,Actinopterygii,47522.0,Unspecified
89429477,88e43e4c-1f7e-4868-af10-101594fef478,Tue Jul 27 2021 11:25:54 GMT-0600 (MDT),2021-07-27,2021-07-27 17:25:54 UTC,Mountain Time (US & Canada),1719962,alevy03,,2021-08-01 03:29:19 UTC,2025-04-20 04:20:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89429477,https://inaturalist-open-data.s3.amazonaws.com/photos/147679471/medium.jpg,,,,5,1,False,3.0,"Darby, MT, US",46.0548833333,-114.16758,18.0,,,,18.0,,open,False,,,Westslope Cutbow,Oncorhynchus mykiss × lewisi,Westslope Cutbow,Actinopterygii,1529904.0,Cutbow Hybrid
90441856,bdd04b2c-4870-4b59-8e18-b683542d5b63,Sat Jul 24 2021 19:16:33 GMT -0600 (MDT),2021-07-24,2021-07-25 01:16:33 UTC,Mountain Time (US & Canada),4840695,hunterrjm,,2021-08-08 19:59:46 UTC,2023-05-14 23:39:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/90441856,https://inaturalist-open-data.s3.amazonaws.com/photos/149476825/medium.jpeg,,,,3,0,False,333.0,Red Lodge,45.0618972778,-109.7629852295,,,,,,,,False,,,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596.0,Brook Trout
